"","id","uid","date","attendance","time_valid","neutral_site","conference_competition","play_by_play_available","recent","start_date","notes_type","notes_headline","broadcast_market","broadcast_name","type_id","type_abbreviation","venue_id","venue_full_name","venue_address_city","venue_address_state","venue_capacity","venue_indoor","status_clock","status_display_clock","status_period","status_type_id","status_type_name","status_type_state","status_type_completed","status_type_description","status_type_detail","status_type_short_detail","format_regulation_periods","home_id","home_uid","home_location","home_name","home_abbreviation","home_display_name","home_short_display_name","home_color","home_alternate_color","home_is_active","home_venue_id","home_logo","home_score","home_winner","home_linescores","home_records","away_id","away_uid","away_location","away_name","away_abbreviation","away_display_name","away_short_display_name","away_color","away_alternate_color","away_is_active","away_venue_id","away_logo","away_score","away_winner","away_linescores","away_records","game_id","season","season_type","status_type_alt_detail","game_json","game_json_url","game_date_time","game_date","PBP","team_box","player_box"
"53",401507336,"s:40~l:59~e:401507336~c:401507336","2023-08-27T22:00Z",12163,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-27T22:00Z","","","national","NBA TV",1,"STD",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3c286e","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",74,FALSE,"[{'value': 22.0} {'value': 20.0} {'value': 13.0} {'value': 19.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-25', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-15', 'type': 'road'}]",3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","002b5c","c4d600",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",77,TRUE,"[{'value': 18.0} {'value': 17.0} {'value': 20.0} {'value': 22.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '19-16', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '9-9', 'type': 'road'}]",401507336,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507336.json",2023-08-27 18:00:00,2023-08-27,TRUE,TRUE,TRUE
"54",401507337,"s:40~l:59~e:401507337~c:401507337","2023-08-27T22:00Z",9893,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-27T22:00Z","","","","",1,"STD",7224,"Climate Pledge Arena","Seattle","WA",18300,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","2c5235","fee11a",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",85,FALSE,"[{'value': 29.0} {'value': 26.0} {'value': 20.0} {'value': 10.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-25', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-15', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-10', 'type': 'road'}]",19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","5091cd","ffd520",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",90,TRUE,"[{'value': 23.0} {'value': 23.0} {'value': 22.0} {'value': 22.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '14-21', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-12', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-9', 'type': 'road'}]",401507337,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507337.json",2023-08-27 18:00:00,2023-08-27,TRUE,TRUE,TRUE
"55",401507335,"s:40~l:59~e:401507335~c:401507335","2023-08-27T20:00Z",4034,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-27T20:00Z","","","national","NBA TV",1,"STD",2183,"Gainbridge Fieldhouse","Indianapolis","IN",17923,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","002d62","e03a3e",TRUE,2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",83,TRUE,"[{'value': 23.0} {'value': 24.0} {'value': 7.0} {'value': 29.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '11-24', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '5-12', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-12', 'type': 'road'}]",20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","e31837","5091cc",TRUE,2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",80,FALSE,"[{'value': 18.0} {'value': 19.0} {'value': 21.0} {'value': 22.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-19', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-8', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-11', 'type': 'road'}]",401507335,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507335.json",2023-08-27 16:00:00,2023-08-27,TRUE,TRUE,TRUE
"56",401507334,"s:40~l:59~e:401507334~c:401507334","2023-08-27T17:00Z",6783,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-27T17:00Z","","","national","CBSSN",1,"STD",2160,"Mohegan Sun Arena","Uncasville","CT",10000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","f05023","0a2240",TRUE,2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",83,TRUE,"[{'value': 19.0} {'value': 24.0} {'value': 26.0} {'value': 14.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '24-11', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '14-5', 'type': 'road'}]",6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","552583","fdb927",TRUE,1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",68,FALSE,"[{'value': 20.0} {'value': 18.0} {'value': 19.0} {'value': 11.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-19', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-8', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-11', 'type': 'road'}]",401507334,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507334.json",2023-08-27 13:00:00,2023-08-27,TRUE,TRUE,TRUE
"57",401507333,"s:40~l:59~e:401507333~c:401507333","2023-08-27T00:00Z",7101,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-27T00:00Z","","","","",1,"STD",2029,"Target Center","Minneapolis","MN",18024,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","266092","79bc43",TRUE,2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",76,FALSE,"[{'value': 20.0} {'value': 15.0} {'value': 20.0} {'value': 21.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '19-21', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-11', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '10-10', 'type': 'road'}]",9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","86cebc","000000",TRUE,1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",111,TRUE,"[{'value': 28.0} {'value': 37.0} {'value': 28.0} {'value': 18.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '32-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '15-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '17-3', 'type': 'road'}]",401507333,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507333.json",2023-08-26 20:00:00,2023-08-26,TRUE,TRUE,TRUE
"58",401507332,"s:40~l:59~e:401507332~c:401507332","2023-08-26T23:00Z",4200,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-26T23:00Z","","","national","NBA TV",1,"STD",5946,"Entertainment & Sports Arena","Washington","DC",4200,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","002b5c",TRUE,1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",78,TRUE,"[{'value': 19.0} {'value': 8.0} {'value': 25.0} {'value': 26.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-18', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '11-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-11', 'type': 'road'}]",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","ce1141","b4975a",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",62,FALSE,"[{'value': 17.0} {'value': 13.0} {'value': 18.0} {'value': 14.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '30-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '16-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '14-4', 'type': 'road'}]",401507332,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507332.json",2023-08-26 19:00:00,2023-08-26,TRUE,TRUE,TRUE
"59",401507331,"s:40~l:59~e:401507331~c:401507331","2023-08-26T00:00Z",2957,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-26T00:00Z","","","national","ION",1,"STD",6282,"Gateway Center","College Park","GA",3500,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","e31837","5091cc",TRUE,2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",78,FALSE,"[{'value': 20.0} {'value': 32.0} {'value': 12.0} {'value': 14.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-18', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-8', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-10', 'type': 'road'}]",6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","552583","fdb927",TRUE,1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",83,TRUE,"[{'value': 17.0} {'value': 22.0} {'value': 23.0} {'value': 21.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-18', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-8', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-10', 'type': 'road'}]",401507331,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507331.json",2023-08-25 20:00:00,2023-08-25,TRUE,TRUE,TRUE
"60",401507329,"s:40~l:59~e:401507329~c:401507329","2023-08-25T00:00Z",8084,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-25T00:00Z","","","national","NBA TV",1,"STD",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","5091cd","ffd520",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",87,FALSE,"[{'value': 24.0} {'value': 26.0} {'value': 18.0} {'value': 19.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-21', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-12', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-9', 'type': 'road'}]",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","ce1141","b4975a",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",94,TRUE,"[{'value': 17.0} {'value': 20.0} {'value': 33.0} {'value': 24.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '30-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '16-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '14-3', 'type': 'road'}]",401507329,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507329.json",2023-08-24 20:00:00,2023-08-24,TRUE,TRUE,TRUE
"61",401507330,"s:40~l:59~e:401507330~c:401507330","2023-08-25T00:00Z",3931,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-25T00:00Z","","","","",1,"STD",3416,"College Park Center","Arlington","TX",0,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","002b5c","c4d600",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",81,FALSE,"[{'value': 23.0} {'value': 25.0} {'value': 12.0} {'value': 21.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '18-16', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-9', 'type': 'road'}]",8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","266092","79bc43",TRUE,2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",90,TRUE,"[{'value': 25.0} {'value': 25.0} {'value': 21.0} {'value': 19.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '17-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '10-7', 'type': 'road'}]",401507330,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507330.json",2023-08-24 20:00:00,2023-08-24,TRUE,TRUE,TRUE
"62",401507327,"s:40~l:59~e:401507327~c:401507327","2023-08-24T23:00Z",9168,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-24T23:00Z","","","national","PRIME VIDEO",1,"STD",2160,"Mohegan Sun Arena","Uncasville","CT",10000,TRUE,0,"0.0",5,3,"STATUS_FINAL","post",TRUE,"Final","Final/OT","Final/OT",4,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","f05023","0a2240",TRUE,2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",90,FALSE,"[{'value': 24.0} {'value': 24.0} {'value': 15.0} {'value': 19.0}
 {'value': 8.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '27-13', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '13-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '14-6', 'type': 'road'}]",9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","86cebc","000000",TRUE,1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",95,TRUE,"[{'value': 22.0} {'value': 12.0} {'value': 19.0} {'value': 29.0}
 {'value': 13.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '32-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '15-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '17-3', 'type': 'road'}]",401507327,2023,2,"OT",TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507327.json",2023-08-24 19:00:00,2023-08-24,TRUE,TRUE,TRUE
"63",401507328,"s:40~l:59~e:401507328~c:401507328","2023-08-24T23:00Z",2644,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-24T23:00Z","","","national","TWITTER",1,"STD",2183,"Gainbridge Fieldhouse","Indianapolis","IN",17923,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","002d62","e03a3e",TRUE,2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",90,TRUE,"[{'value': 25.0} {'value': 21.0} {'value': 17.0} {'value': 27.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-24', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-12', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-12', 'type': 'road'}]",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","2c5235","fee11a",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",86,FALSE,"[{'value': 24.0} {'value': 14.0} {'value': 18.0} {'value': 30.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-24', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-14', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-10', 'type': 'road'}]",401507328,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507328.json",2023-08-24 19:00:00,2023-08-24,TRUE,TRUE,TRUE
"64",401507326,"s:40~l:59~e:401507326~c:401507326","2023-08-24T02:00Z",3469,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-24T02:00Z","","","national","CBSSN",1,"STD",1841,"crypto.com Arena","Los Angeles","CA",19068,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","552583","fdb927",TRUE,1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",91,TRUE,"[{'value': 30.0} {'value': 14.0} {'value': 21.0} {'value': 26.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '14-18', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-8', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-10', 'type': 'road'}]",11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3c286e","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",62,FALSE,"[{'value': 15.0} {'value': 15.0} {'value': 14.0} {'value': 18.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '9-24', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '8-9', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-15', 'type': 'road'}]",401507326,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507326.json",2023-08-23 22:00:00,2023-08-23,TRUE,TRUE,TRUE
"65",401507324,"s:40~l:59~e:401507324~c:401507324","2023-08-23T00:00Z",4822,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-23T00:00Z","","","","",1,"STD",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","5091cd","ffd520",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",102,TRUE,"[{'value': 27.0} {'value': 23.0} {'value': 27.0} {'value': 25.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '13-20', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-11', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-9', 'type': 'road'}]",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","2c5235","fee11a",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",79,FALSE,"[{'value': 19.0} {'value': 21.0} {'value': 20.0} {'value': 19.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-23', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-14', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-9', 'type': 'road'}]",401507324,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507324.json",2023-08-22 20:00:00,2023-08-22,TRUE,TRUE,TRUE
"66",401507325,"s:40~l:59~e:401507325~c:401507325","2023-08-23T00:00Z",6921,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-23T00:00Z","","","national","TWITTER",1,"STD",2029,"Target Center","Minneapolis","MN",18024,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","266092","79bc43",TRUE,2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",91,TRUE,"[{'value': 18.0} {'value': 21.0} {'value': 21.0} {'value': 31.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '7-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '9-7', 'type': 'road'}]",3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","002b5c","c4d600",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",86,FALSE,"[{'value': 11.0} {'value': 25.0} {'value': 23.0} {'value': 27.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '18-15', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-6', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '8-9', 'type': 'road'}]",401507325,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507325.json",2023-08-22 20:00:00,2023-08-22,TRUE,TRUE,TRUE
"67",401507322,"s:40~l:59~e:401507322~c:401507322","2023-08-22T23:00Z",3209,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-22T23:00Z","","","national","CBSSN",1,"STD",6282,"Gateway Center","College Park","GA",3500,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","e31837","5091cc",TRUE,2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",100,FALSE,"[{'value': 34.0} {'value': 21.0} {'value': 13.0} {'value': 32.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '16-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '7-10', 'type': 'road'}]",17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","ce1141","b4975a",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",112,TRUE,"[{'value': 33.0} {'value': 23.0} {'value': 26.0} {'value': 30.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '29-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '16-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '13-3', 'type': 'road'}]",401507322,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507322.json",2023-08-22 19:00:00,2023-08-22,TRUE,TRUE,TRUE
"68",401507323,"s:40~l:59~e:401507323~c:401507323","2023-08-22T23:00Z",3058,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-22T23:00Z","","","national","NBA TV",1,"STD",5946,"Entertainment & Sports Arena","Washington","DC",4200,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","002b5c",TRUE,1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",64,FALSE,"[{'value': 18.0} {'value': 13.0} {'value': 19.0} {'value': 14.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-18', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '10-7', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '5-11', 'type': 'road'}]",18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","f05023","0a2240",TRUE,2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",68,TRUE,"[{'value': 19.0} {'value': 17.0} {'value': 22.0} {'value': 10.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '23-10', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '9-5', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '14-5', 'type': 'road'}]",401507323,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507323.json",2023-08-22 19:00:00,2023-08-22,TRUE,TRUE,TRUE
"69",401507321,"s:40~l:59~e:401507321~c:401507321","2023-08-20T23:00Z",6525,TRUE,FALSE,FALSE,TRUE,FALSE,"2023-08-20T23:00Z","","","national","NBA TV",1,"STD",2029,"Target Center","Minneapolis","MN",18024,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","266092","79bc43",TRUE,2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",74,FALSE,"[{'value': 15.0} {'value': 25.0} {'value': 12.0} {'value': 22.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '15-17', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '6-10', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '9-7', 'type': 'road'}]",14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","2c5235","fee11a",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",88,TRUE,"[{'value': 21.0} {'value': 26.0} {'value': 17.0} {'value': 24.0}]","[{'abbreviation': 'Game', 'name': 'overall', 'summary': '10-22', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '4-14', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '6-8', 'type': 'road'}]",401507321,2023,2,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401507321.json",2023-08-20 19:00:00,2023-08-20,TRUE,TRUE,TRUE
